"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 03 03:54:21 GMT 2022","Sun Jul 03 03:54:23 GMT 2022","1508","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationUsernameIsEmpty","TC09, Username is empty test",""
"passed","Sun Jul 03 03:55:21 GMT 2022","Sun Jul 03 03:55:25 GMT 2022","4292","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailIsEmpty","TC22, Email is empty test",""
"passed","Sun Jul 03 03:55:10 GMT 2022","Sun Jul 03 03:55:14 GMT 2022","4065","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingAfterAt","TC24, Email, nothing after at test",""
"passed","Sun Jul 03 03:54:18 GMT 2022","Sun Jul 03 03:54:20 GMT 2022","1897","","requirements.DataListingTests","","requirements.DataListingTests","testDataListingOnFirstBlogPage","repetition 1 of 1",""
"passed","Sun Jul 03 03:54:56 GMT 2022","Sun Jul 03 03:55:00 GMT 2022","4228","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputCheckboxIsEmpty","TC21, Checkbox is empty test",""
"passed","Sun Jul 03 03:54:38 GMT 2022","Sun Jul 03 03:54:50 GMT 2022","11418","","requirements.LoginTests","","requirements.LoginTests","testLoginEverythingIsFilled","TC11, Everything is filled test",""
"passed","Sun Jul 03 03:55:00 GMT 2022","Sun Jul 03 03:55:04 GMT 2022","4263","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailWithoutAt","TC23, Email without at test",""
"passed","Sun Jul 03 03:53:55 GMT 2022","Sun Jul 03 03:54:09 GMT 2022","14519","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","","requirements.DataInputRepeatedlyAndContinuouslyFromDatasourceTests","testDataInputOnLoginRepeatedlyAndContinuouslyFromDatasource","TC29, Data input on login repeatedly and continuously from datasource test",""
"passed","Sun Jul 03 03:54:20 GMT 2022","Sun Jul 03 03:54:21 GMT 2022","904","","requirements.RegistrationTests","","requirements.RegistrationTests","testRegistrationEverythingIsFilled","TC03, Everything is filled test",""
"passed","Sun Jul 03 03:54:30 GMT 2022","Sun Jul 03 03:54:37 GMT 2022","6986","","requirements.PaginationTests","","requirements.PaginationTests","testPaginationOnBlogPage","TC17, Pagination on blog page test",""
"passed","Sun Jul 03 03:54:50 GMT 2022","Sun Jul 03 03:54:51 GMT 2022","1116","","requirements.LoginTests","","requirements.LoginTests","testLoginUsernameIsEmpty","TC12, Username is empty test",""
"passed","Sun Jul 03 03:55:17 GMT 2022","Sun Jul 03 03:55:21 GMT 2022","4170","","requirements.DataInputTests","","requirements.DataInputTests","testDataInputEmailNothingBeforeAt","TC25, Email, nothing before at test",""
